"lon","lat","id.sample"
55.75,80.75,"81101"
56.25,80.75,"81101"
56.75,80.75,"81101"
57.25,80.75,"81101"
57.75,80.75,"81101"
58.25,80.75,"81101"
58.75,80.75,"81101"
59.25,80.75,"81101"
59.75,80.75,"81101"
60.25,80.75,"81101"
60.75,80.75,"81101"
61.25,80.75,"81101"
61.75,80.75,"81101"
62.25,80.75,"81101"
62.75,80.75,"81101"
63.25,80.75,"81101"
63.75,80.75,"81101"
64.25,80.75,"81101"
64.75,80.75,"81101"
65.25,80.75,"81101"
79.25,80.75,"81101"
79.75,80.75,"81101"
80.25,80.75,"81101"
80.75,80.75,"81101"
92.75,80.75,"81101"
93.25,80.75,"81101"
93.75,80.75,"81101"
94.25,80.75,"81101"
94.75,80.75,"81101"
95.25,80.75,"81101"
95.75,80.75,"81101"
96.25,80.75,"81101"
96.75,80.75,"81101"
97.25,80.75,"81101"
97.75,80.75,"81101"
-100.25,80.25,"51110"
-99.75,80.25,"51110"
-99.25,80.25,"51110"
-98.75,80.25,"51110"
-96.75,80.25,"51110"
-96.25,80.25,"51110"
-95.75,80.25,"51110"
-95.25,80.25,"51110"
-94.75,80.25,"51110"
-94.25,80.25,"51110"
-93.75,80.25,"-9999"
-93.25,80.25,"-9999"
-92.75,80.25,"-9999"
-92.25,80.25,"-9999"
-91.75,80.25,"-9999"
-91.25,80.25,"-9999"
-90.75,80.25,"51110"
-90.25,80.25,"51110"
-89.75,80.25,"51110"
-89.25,80.25,"51110"
-88.75,80.25,"51110"
-88.25,80.25,"51110"
-87.75,80.25,"51110"
-87.25,80.25,"51110"
-86.75,80.25,"51110"
-86.25,80.25,"51110"
-85.75,80.25,"51110"
-85.25,80.25,"51110"
-84.75,80.25,"51110"
-84.25,80.25,"51110"
-83.75,80.25,"51110"
-83.25,80.25,"51110"
-82.75,80.25,"51110"
-82.25,80.25,"51110"
-81.75,80.25,"51110"
-81.25,80.25,"51110"
-80.75,80.25,"51110"
-80.25,80.25,"51110"
-79.75,80.25,"-9999"
-79.25,80.25,"-9999"
-78.75,80.25,"-9999"
-78.25,80.25,"-9999"
-77.75,80.25,"-9999"
-77.25,80.25,"-9999"
-76.75,80.25,"-9999"
-76.25,80.25,"-9999"
-75.75,80.25,"-9999"
-75.25,80.25,"-9999"
-74.75,80.25,"-9999"
-74.25,80.25,"-9999"
-73.75,80.25,"-9999"
-73.25,80.25,"-9999"
-72.75,80.25,"-9999"
-72.25,80.25,"-9999"
-71.75,80.25,"51110"
-71.25,80.25,"51110"
-70.75,80.25,"51110"
-70.25,80.25,"51110"
-69.75,80.25,"51110"
-69.25,80.25,"51110"
-67.25,80.25,"51112"
-66.75,80.25,"51112"
-66.25,80.25,"51112"
-65.75,80.25,"51112"
-65.25,80.25,"51112"
-64.75,80.25,"51112"
